countrybyYear,name,code,Year,pop
CUB1993,CUBA,CUB,1993,0.0
CUB1994,CUBA,CUB,1994,0.0
CUB1997,CUBA,CUB,1997,3217.0
CUB1999,CUBA,CUB,1999,0.0
CUB2000,CUBA,CUB,2000,138.0
CUB2001,CUBA,CUB,2001,11432.0
CUB2002,CUBA,CUB,2002,3011.0
CUB2003,CUBA,CUB,2003,0.0
CUB2004,CUBA,CUB,2004,0.0
CUB2005,CUBA,CUB,2005,75.0
CUB2007,CUBA,CUB,2007,28.0
CUB2009,CUBA,CUB,2009,70.0
CUB2010,CUBA,CUB,2010,0.0
CUB2011,CUBA,CUB,2011,0.0
CUB2012,CUBA,CUB,2012,0.0
CUB2013,CUBA,CUB,2013,0.0
CUB2015,CUBA,CUB,2015,50.0
CUB2016,CUBA,CUB,2016,0.0
CUB2020,CUBA,CUB,2020,1.0
CUB2022,CUBA,CUB,2022,0.0
CUW2013,CURACAO,CUW,2013,568.0
CUW2014,CURACAO,CUW,2014,0.0
CUW2015,CURACAO,CUW,2015,0.0
CUW2016,CURACAO,CUW,2016,0.0
CUW2017,CURACAO,CUW,2017,0.0
CUW2018,CURACAO,CUW,2018,0.0
CUW2019,CURACAO,CUW,2019,0.0
CUW2020,CURACAO,CUW,2020,0.0
CYM1995,CAYMAN ISLANDS,CYM,1995,1.0
CYM1996,CAYMAN ISLANDS,CYM,1996,0.0
CYM1997,CAYMAN ISLANDS,CYM,1997,0.0
CYM1998,CAYMAN ISLANDS,CYM,1998,2.0
CYM1999,CAYMAN ISLANDS,CYM,1999,1.0
CYM2000,CAYMAN ISLANDS,CYM,2000,0.0
CYM2001,CAYMAN ISLANDS,CYM,2001,0.0
CYM2002,CAYMAN ISLANDS,CYM,2002,1.0
CYM2003,CAYMAN ISLANDS,CYM,2003,1.0
CYM2004,CAYMAN ISLANDS,CYM,2004,0.0
CYM2005,CAYMAN ISLANDS,CYM,2005,1.0
CYM2006,CAYMAN ISLANDS,CYM,2006,0.0
CYM2007,CAYMAN ISLANDS,CYM,2007,9.0
CYM2008,CAYMAN ISLANDS,CYM,2008,1.0
CYM2009,CAYMAN ISLANDS,CYM,2009,0.0
CYM2010,CAYMAN ISLANDS,CYM,2010,8.0
CYM2011,CAYMAN ISLANDS,CYM,2011,2.0
CYM2012,CAYMAN ISLANDS,CYM,2012,53.0
CYM2013,CAYMAN ISLANDS,CYM,2013,69.0
CYM2015,CAYMAN ISLANDS,CYM,2015,2.0
CYM2016,CAYMAN ISLANDS,CYM,2016,0.0
CYM2017,CAYMAN ISLANDS,CYM,2017,0.0
CYM2019,CAYMAN ISLANDS,CYM,2019,28.0
CYM2020,CAYMAN ISLANDS,CYM,2020,32.0
CYM2021,CAYMAN ISLANDS,CYM,2021,0.0
CYM2022,CAYMAN ISLANDS,CYM,2022,0.0
DMA1962,DOMINICA,DMA,1962,0.0
DMA1963,DOMINICA,DMA,1963,2.0
DMA1964,DOMINICA,DMA,1964,43.0
DMA1965,DOMINICA,DMA,1965,0.0
DMA1967,DOMINICA,DMA,1967,0.0
DMA1968,DOMINICA,DMA,1968,41.0
DMA1969,DOMINICA,DMA,1969,0.0
DMA1970,DOMINICA,DMA,1970,0.0
DMA1980,DOMINICA,DMA,1980,0.0
DMA1981,DOMINICA,DMA,1981,18.0
DMA1982,DOMINICA,DMA,1982,0.0
DMA1983,DOMINICA,DMA,1983,2.0
DMA1984,DOMINICA,DMA,1984,0.0
DMA1985,DOMINICA,DMA,1985,0.0
DMA1986,DOMINICA,DMA,1986,6.0
DMA1987,DOMINICA,DMA,1987,2.0
DMA1988,DOMINICA,DMA,1988,0.0
DMA1989,DOMINICA,DMA,1989,0.0
DMA1990,DOMINICA,DMA,1990,6.0
DMA1991,DOMINICA,DMA,1991,12.0
DMA1992,DOMINICA,DMA,1992,0.0
DMA1993,DOMINICA,DMA,1993,0.0
DMA1994,DOMINICA,DMA,1994,1.0
DMA1995,DOMINICA,DMA,1995,304.0
DMA1996,DOMINICA,DMA,1996,3.0
DMA1997,DOMINICA,DMA,1997,0.0
DMA1998,DOMINICA,DMA,1998,7.0
DMA1999,DOMINICA,DMA,1999,1.0
DMA2000,DOMINICA,DMA,2000,15.0
DMA2001,DOMINICA,DMA,2001,5.0
DMA2002,DOMINICA,DMA,2002,0.0
DMA2003,DOMINICA,DMA,2003,0.0
DMA2004,DOMINICA,DMA,2004,4.0
DMA2005,DOMINICA,DMA,2005,11.0
DMA2006,DOMINICA,DMA,2006,19.0
DMA2007,DOMINICA,DMA,2007,111.0
DMA2008,DOMINICA,DMA,2008,80.0
DMA2009,DOMINICA,DMA,2009,2.0
DMA2010,DOMINICA,DMA,2010,635.0
DMA2011,DOMINICA,DMA,2011,40.0
DMA2012,DOMINICA,DMA,2012,3.0
DMA2013,DOMINICA,DMA,2013,197.0
DMA2015,DOMINICA,DMA,2015,0.0
DMA2016,DOMINICA,DMA,2016,70.0
DMA2017,DOMINICA,DMA,2017,0.0
DMA2018,DOMINICA,DMA,2018,0.0
DMA2019,DOMINICA,DMA,2019,46.0
DMA2020,DOMINICA,DMA,2020,1.0
DMA2021,DOMINICA,DMA,2021,0.0
DMA2022,DOMINICA,DMA,2022,1.0
DO-012012,DOMINICAN REPUBLIC,DO-01,2012,9505.0
DOM1960,DOMINICAN REPUBLIC,DOM,1960,494.0
DOM1961,DOMINICAN REPUBLIC,DOM,1961,821.0
DOM1962,DOMINICAN REPUBLIC,DOM,1962,822.0
DOM1963,DOMINICAN REPUBLIC,DOM,1963,350.0
DOM1964,DOMINICAN REPUBLIC,DOM,1964,407.0
DOM1965,DOMINICAN REPUBLIC,DOM,1965,527.0
DOM1968,DOMINICAN REPUBLIC,DOM,1968,0.0
DOM1969,DOMINICAN REPUBLIC,DOM,1969,16.0
DOM1970,DOMINICAN REPUBLIC,DOM,1970,0.0
DOM1978,DOMINICAN REPUBLIC,DOM,1978,102.0
DOM1980,DOMINICAN REPUBLIC,DOM,1980,54.0
DOM1981,DOMINICAN REPUBLIC,DOM,1981,619.0
DOM1982,DOMINICAN REPUBLIC,DOM,1982,435.0
DOM1983,DOMINICAN REPUBLIC,DOM,1983,538.0
DOM1984,DOMINICAN REPUBLIC,DOM,1984,260.0
DOM1985,DOMINICAN REPUBLIC,DOM,1985,92.0
DOM1986,DOMINICAN REPUBLIC,DOM,1986,6.0
DOM1987,DOMINICAN REPUBLIC,DOM,1987,20.0
DOM1988,DOMINICAN REPUBLIC,DOM,1988,168.0
DOM1989,DOMINICAN REPUBLIC,DOM,1989,7.0
DOM1990,DOMINICAN REPUBLIC,DOM,1990,41.0
DOM1991,DOMINICAN REPUBLIC,DOM,1991,31.0
DOM1992,DOMINICAN REPUBLIC,DOM,1992,107.0
DOM1993,DOMINICAN REPUBLIC,DOM,1993,142.0
DOM1994,DOMINICAN REPUBLIC,DOM,1994,1311.0
DOM1995,DOMINICAN REPUBLIC,DOM,1995,287.0
DOM1996,DOMINICAN REPUBLIC,DOM,1996,106.0
DOM1997,DOMINICAN REPUBLIC,DOM,1997,608.0
DOM1998,DOMINICAN REPUBLIC,DOM,1998,3225.0
DOM1999,DOMINICAN REPUBLIC,DOM,1999,1088.0
DOM2000,DOMINICAN REPUBLIC,DOM,2000,3462.0
DOM2001,DOMINICAN REPUBLIC,DOM,2001,3596.0
DOM2002,DOMINICAN REPUBLIC,DOM,2002,3194.0
DOM2003,DOMINICAN REPUBLIC,DOM,2003,6163.0
DOM2004,DOMINICAN REPUBLIC,DOM,2004,2476.0
DOM2005,DOMINICAN REPUBLIC,DOM,2005,2860.0
DOM2006,DOMINICAN REPUBLIC,DOM,2006,6143.0
DOM2007,DOMINICAN REPUBLIC,DOM,2007,9628.0
DOM2008,DOMINICAN REPUBLIC,DOM,2008,4333.0
DOM2009,DOMINICAN REPUBLIC,DOM,2009,8292.0
DOM2010,DOMINICAN REPUBLIC,DOM,2010,11519.0
DOM2011,DOMINICAN REPUBLIC,DOM,2011,2339.0
DOM2013,DOMINICAN REPUBLIC,DOM,2013,16709.0
DOM2014,DOMINICAN REPUBLIC,DOM,2014,6068.0
DOM2015,DOMINICAN REPUBLIC,DOM,2015,17048.0
DOM2016,DOMINICAN REPUBLIC,DOM,2016,6645.0
DOM2017,DOMINICAN REPUBLIC,DOM,2017,1367.0
DOM2018,DOMINICAN REPUBLIC,DOM,2018,1602.0
DOM2019,DOMINICAN REPUBLIC,DOM,2019,20323.0
DOM2020,DOMINICAN REPUBLIC,DOM,2020,3776.0
DOM2021,DOMINICAN REPUBLIC,DOM,2021,3746.0
DOM2022,DOMINICAN REPUBLIC,DOM,2022,9626.0
ECU1988,ECUADOR,ECU,1988,25.0
ECU1989,ECUADOR,ECU,1989,19.0
ECU1990,ECUADOR,ECU,1990,2109.0
ECU1991,ECUADOR,ECU,1991,302.0
ECU1992,ECUADOR,ECU,1992,454.0
ECU1993,ECUADOR,ECU,1993,9015.0
ECU1994,ECUADOR,ECU,1994,8145.0
ECU1995,ECUADOR,ECU,1995,6607.0
ECU1996,ECUADOR,ECU,1996,5189.0
ECU1997,ECUADOR,ECU,1997,3871.0
ECU1998,ECUADOR,ECU,1998,4606.0
ECU1999,ECUADOR,ECU,1999,2901.0
ECU2000,ECUADOR,ECU,2000,22937.0
ECU2001,ECUADOR,ECU,2001,10919.0
ECU2002,ECUADOR,ECU,2002,5833.0
ECU2003,ECUADOR,ECU,2003,10319.0
ECU2004,ECUADOR,ECU,2004,6165.0
ECU2005,ECUADOR,ECU,2005,12131.0
ECU2006,ECUADOR,ECU,2006,6044.0
ECU2007,ECUADOR,ECU,2007,105887.0
ECU2008,ECUADOR,ECU,2008,1894.0
ECU2009,ECUADOR,ECU,2009,4489.0
ECU2010,ECUADOR,ECU,2010,1042.0
ECU2011,ECUADOR,ECU,2011,7659.0
ECU2012,ECUADOR,ECU,2012,16544.0
ECU2013,ECUADOR,ECU,2013,11733.0
ECU2014,ECUADOR,ECU,2014,15460.0
ECU2015,ECUADOR,ECU,2015,42473.0
ECU2016,ECUADOR,ECU,2016,14159.0
ECU2017,ECUADOR,ECU,2017,11331.0
ECU2018,ECUADOR,ECU,2018,3140.0
ECU2019,ECUADOR,ECU,2019,8480.0
ECU2020,ECUADOR,ECU,2020,19803.0
ECU2021,ECUADOR,ECU,2021,20829.0
ECU2022,ECUADOR,ECU,2022,15760.0
FJI1971,FIJI,FJI,1971,2960.0
FJI1972,FIJI,FJI,1972,446.0
FJI1973,FIJI,FJI,1973,132.0
FJI1974,FIJI,FJI,1974,25.0
FJI1975,FIJI,FJI,1975,16203.0
FJI1976,FIJI,FJI,1976,10.0
FJI1977,FIJI,FJI,1977,1.0
FJI1978,FIJI,FJI,1978,3.0
FJI1979,FIJI,FJI,1979,4.0
FJI1980,FIJI,FJI,1980,127.0
FJI1981,FIJI,FJI,1981,18.0
FJI1982,FIJI,FJI,1982,676.0
FJI1983,FIJI,FJI,1983,238.0
FJI1984,FIJI,FJI,1984,190.0
FJI1985,FIJI,FJI,1985,31.0
FJI1986,FIJI,FJI,1986,269.0
FJI1987,FIJI,FJI,1987,432.0
FJI1988,FIJI,FJI,1988,22.0
FJI1989,FIJI,FJI,1989,2225.0
FJI1990,FIJI,FJI,1990,1461.0
FJI1991,FIJI,FJI,1991,65.0
FJI1992,FIJI,FJI,1992,358.0
FJI1993,FIJI,FJI,1993,39.0
FJI1994,FIJI,FJI,1994,0.0
FJI1995,FIJI,FJI,1995,27.0
FJI1996,FIJI,FJI,1996,2.0
FJI1998,FIJI,FJI,1998,24780.0
FJI1999,FIJI,FJI,1999,430.0
FJI2000,FIJI,FJI,2000,14.0
FJI2001,FIJI,FJI,2001,3.0
FJI2002,FIJI,FJI,2002,0.0
FJI2003,FIJI,FJI,2003,16.0
FJI2004,FIJI,FJI,2004,2.0
FJI2005,FIJI,FJI,2005,0.0
FJI2006,FIJI,FJI,2006,25.0
FJI2007,FIJI,FJI,2007,100.0
FJI2008,FIJI,FJI,2008,1895.0
FJI2009,FIJI,FJI,2009,374.0
FJI2010,FIJI,FJI,2010,8.0
FJI2012,FIJI,FJI,2012,618.0
FJI2013,FIJI,FJI,2013,704.0
FJI2016,FIJI,FJI,2016,398.0
FJI2017,FIJI,FJI,2017,5847.0
FJI2018,FIJI,FJI,2018,9389.0
FJI2019,FIJI,FJI,2019,5360.0
FJI2020,FIJI,FJI,2020,1817.0
FJI2021,FIJI,FJI,2021,929.0
FJI2022,FIJI,FJI,2022,8674.0
FJI2023,FIJI,FJI,2023,13324.0
FRA1973,FRENCH GUIANA,FRA,1973,0.0
FRA1974,FRENCH GUIANA,FRA,1974,0.0
FRA1975,FRENCH GUIANA,FRA,1975,1.0
FRA1980,MARTINIQUE,FRA,1980,0.0
FRA1981,MARTINIQUE,FRA,1981,10.0
FRA1986,FRENCH GUIANA,FRA,1986,228.0
FRA1987,MARTINIQUE,FRA,1987,0.0
FRA1988,MARTINIQUE,FRA,1988,97.0
FRA1989,MARTINIQUE,FRA,1989,16.0
FRA1990,FRENCH GUIANA,FRA,1990,33.0
FRA1991,FRENCH GUIANA,FRA,1991,269.0
FRA1992,FRENCH GUIANA,FRA,1992,645.0
FRA1993,FRENCH GUIANA,FRA,1993,180.0
FRA1994,FRENCH GUIANA,FRA,1994,165.0
FRA1995,FRENCH GUIANA,FRA,1995,1419.0
FRA1996,FRENCH GUIANA,FRA,1996,800.0
FRA1997,FRENCH GUIANA,FRA,1997,1104.0
FRA1998,FRENCH GUIANA,FRA,1998,579.0
FRA1999,FRENCH GUIANA,FRA,1999,356.0
FRA2000,FRENCH GUIANA,FRA,2000,357.0
FRA2001,FRENCH GUIANA,FRA,2001,7301.0
FRA2002,FRENCH GUIANA,FRA,2002,672.0
FRA2003,FRENCH GUIANA,FRA,2003,2969.0
FRA2004,FRENCH GUIANA,FRA,2004,3147.0
FRA2005,FRENCH GUIANA,FRA,2005,10448.0
FRA2006,FRENCH GUIANA,FRA,2006,20016.0
FRA2007,FRENCH GUIANA,FRA,2007,5743.0
FRA2008,FRENCH GUIANA,FRA,2008,1046.0
FRA2009,FRENCH GUIANA,FRA,2009,12708.0
FRA2010,FRENCH GUIANA,FRA,2010,41450.0
FRA2011,FRENCH GUIANA,FRA,2011,942.0
FRA2012,FRENCH GUIANA,FRA,2012,1931.0
FRA2013,FRENCH GUIANA,FRA,2013,23303.0
FRA2014,FRENCH GUIANA,FRA,2014,0.0
FRA2015,FRENCH GUIANA,FRA,2015,481.0
FRA2016,FRENCH GUIANA,FRA,2016,31.0
FRA2017,FRENCH GUIANA,FRA,2017,111.0
FRA2018,FRENCH GUIANA,FRA,2018,73.0
FRA2019,FRENCH GUIANA,FRA,2019,755.0
FRA2020,FRENCH GUIANA,FRA,2020,41016.0
FRA2021,FRENCH GUIANA,FRA,2021,2829.0
FRA2022,MARTINIQUE,FRA,2022,13.0
FSM1995,MICRONESIA (FEDERATED STATES OF),FSM,1995,66.0
FSM1996,MICRONESIA (FEDERATED STATES OF),FSM,1996,67.0
FSM1998,MICRONESIA (FEDERATED STATES OF),FSM,1998,700.0
FSM1999,MICRONESIA (FEDERATED STATES OF),FSM,1999,0.0
FSM2000,MICRONESIA (FEDERATED STATES OF),FSM,2000,14.0
FSM2001,MICRONESIA (FEDERATED STATES OF),FSM,2001,0.0
FSM2002,MICRONESIA (FEDERATED STATES OF),FSM,2002,0.0
FSM2003,MICRONESIA (FEDERATED STATES OF),FSM,2003,0.0
FSM2004,MICRONESIA (FEDERATED STATES OF),FSM,2004,658.0
FSM2006,MICRONESIA (FEDERATED STATES OF),FSM,2006,0.0
FSM2007,MICRONESIA (FEDERATED STATES OF),FSM,2007,6.0
FSM2008,MICRONESIA (FEDERATED STATES OF),FSM,2008,10.0
FSM2009,MICRONESIA (FEDERATED STATES OF),FSM,2009,37.0
FSM2010,MICRONESIA (FEDERATED STATES OF),FSM,2010,23.0
FSM2013,MICRONESIA (FEDERATED STATES OF),FSM,2013,217.0
FSM2016,MICRONESIA (FEDERATED STATES OF),FSM,2016,90.0
FSM2017,MICRONESIA (FEDERATED STATES OF),FSM,2017,14.0
FSM2018,MICRONESIA (FEDERATED STATES OF),FSM,2018,38.0
FSM2019,MICRONESIA (FEDERATED STATES OF),FSM,2019,1995.0
FSM2020,MICRONESIA (FEDERATED STATES OF),FSM,2020,13.0
FSM2021,MICRONESIA (FEDERATED STATES OF),FSM,2021,15.0
FSM2022,MICRONESIA (FEDERATED STATES OF),FSM,2022,2734.0
FSM2023,MICRONESIA (FEDERATED STATES OF),FSM,2023,1691.0
GRD1969,GRENADA,GRD,1969,81.0
GRD1970,GRENADA,GRD,1970,15.0
GRD1971,GRENADA,GRD,1971,27.0
GRD1974,GRENADA,GRD,1974,1.0
GRD1980,GRENADA,GRD,1980,0.0
GRD1981,GRENADA,GRD,1981,2.0
GRD1982,GRENADA,GRD,1982,7.0
GRD1983,GRENADA,GRD,1983,6.0
GRD1984,GRENADA,GRD,1984,3.0
GRD1985,GRENADA,GRD,1985,0.0
GRD1986,GRENADA,GRD,1986,0.0
GRD1987,GRENADA,GRD,1987,4.0
GRD1988,GRENADA,GRD,1988,0.0
GRD1989,GRENADA,GRD,1989,1.0
GRD1990,GRENADA,GRD,1990,3.0
GRD1991,GRENADA,GRD,1991,1.0
GRD1992,GRENADA,GRD,1992,1.0
GRD1993,GRENADA,GRD,1993,1.0
GRD1994,GRENADA,GRD,1994,5.0
GRD1995,GRENADA,GRD,1995,75.0
GRD1996,GRENADA,GRD,1996,6.0
GRD1997,GRENADA,GRD,1997,22.0
GRD1998,GRENADA,GRD,1998,4.0
GRD1999,GRENADA,GRD,1999,85.0
GRD2000,GRENADA,GRD,2000,27.0
GRD2001,GRENADA,GRD,2001,12.0
GRD2002,GRENADA,GRD,2002,84.0
GRD2003,GRENADA,GRD,2003,17.0
GRD2004,GRENADA,GRD,2004,7.0
GRD2005,GRENADA,GRD,2005,0.0
GRD2006,GRENADA,GRD,2006,22.0
GRD2007,GRENADA,GRD,2007,0.0
GRD2008,GRENADA,GRD,2008,6.0
GRD2009,GRENADA,GRD,2009,23.0
GRD2010,GRENADA,GRD,2010,378.0
GRD2011,GRENADA,GRD,2011,212.0
GRD2012,GRENADA,GRD,2012,162.0
GRD2013,GRENADA,GRD,2013,383.0
GRD2014,GRENADA,GRD,2014,92.0
GRD2015,GRENADA,GRD,2015,7.0
GRD2016,GRENADA,GRD,2016,72.0
GRD2017,GRENADA,GRD,2017,186.0
GRD2018,GRENADA,GRD,2018,404.0
GRD2019,GRENADA,GRD,2019,109.0
GRD2020,GRENADA,GRD,2020,259.0
GRD2021,GRENADA,GRD,2021,0.0
GRD2022,GRENADA,GRD,2022,66.0
GT-PE2018,GUATEMALA,GT-PE,2018,7592.0
GT-PE2019,GUATEMALA,GT-PE,2019,50886.0
GT-PR2020,GUATEMALA,GT-PR,2020,5983.0
GT-QC2017,GUATEMALA,GT-QC,2017,4214.0
GT-QC2022,GUATEMALA,GT-QC,2022,8407.0
GT-TO2016,GUATEMALA,GT-TO,2016,8243.0
GTM1978,GUATEMALA,GTM,1978,100.0
GTM1980,GUATEMALA,GTM,1980,30.0
GTM1981,GUATEMALA,GTM,1981,104.0
GTM1982,GUATEMALA,GTM,1982,33.0
GTM1983,GUATEMALA,GTM,1983,2.0
GTM1987,GUATEMALA,GTM,1987,2318.0
GTM1988,GUATEMALA,GTM,1988,5175.0
GTM1989,GUATEMALA,GTM,1989,7448.0
GTM1990,GUATEMALA,GTM,1990,5757.0
GTM1991,GUATEMALA,GTM,1991,10968.0
GTM1992,GUATEMALA,GTM,1992,1286.0
GTM1993,GUATEMALA,GTM,1993,1907.0
GTM1994,GUATEMALA,GTM,1994,2872.0
GTM1995,GUATEMALA,GTM,1995,3981.0
GTM1996,GUATEMALA,GTM,1996,3698.0
GTM1997,GUATEMALA,GTM,1997,5385.0
GTM1998,GUATEMALA,GTM,1998,4655.0
GTM1999,GUATEMALA,GTM,1999,3619.0
GTM2000,GUATEMALA,GTM,2000,9006.0
GTM2001,GUATEMALA,GTM,2001,4516.0
GTM2002,GUATEMALA,GTM,2002,7599.0
GTM2003,GUATEMALA,GTM,2003,6750.0
GTM2004,GUATEMALA,GTM,2004,6352.0
GTM2005,GUATEMALA,GTM,2005,6341.0
GTM2006,GUATEMALA,GTM,2006,2428.0
GTM2007,GUATEMALA,GTM,2007,5886.0
GTM2008,GUATEMALA,GTM,2008,3230.0
GTM2009,GUATEMALA,GTM,2009,10438.0
GTM2010,GUATEMALA,GTM,2010,17045.0
GTM2011,GUATEMALA,GTM,2011,2565.0
GTM2012,GUATEMALA,GTM,2012,9252.0
GTM2013,GUATEMALA,GTM,2013,11736.0
GTM2014,GUATEMALA,GTM,2014,19764.0
GTM2015,GUATEMALA,GTM,2015,11516.0
GTM2021,GUATEMALA,GTM,2021,2861.0
GUM1983,GUAM,GUM,1983,0.0
GUM1984,GUAM,GUM,1984,0.0
GUM1988,GUAM,GUM,1988,1.0
GUM1991,GUAM,GUM,1991,0.0
GUM1995,GUAM,GUM,1995,0.0
GUM1997,GUAM,GUM,1997,1.0
GUM1998,GUAM,GUM,1998,2.0
GUM1999,GUAM,GUM,1999,1.0
GUM2000,GUAM,GUM,2000,2.0
GUM2001,GUAM,GUM,2001,0.0
GUM2002,GUAM,GUM,2002,0.0
GUM2003,GUAM,GUM,2003,1.0
GUM2004,GUAM,GUM,2004,1.0
GUM2005,GUAM,GUM,2005,0.0
GUM2006,GUAM,GUM,2006,3.0
GUM2007,GUAM,GUM,2007,1.0
GUM2009,GUAM,GUM,2009,0.0
GUM2010,GUAM,GUM,2010,3.0
GUM2017,GUAM,GUM,2017,0.0
GUM2018,GUAM,GUM,2018,0.0
GUM2019,GUAM,GUM,2019,23.0
GUM2022,GUAM,GUM,2022,119.0
GUY1978,GUYANA,GUY,1978,51.0
GUY1980,GUYANA,GUY,1980,0.0
GUY1981,GUYANA,GUY,1981,51.0
GUY1982,GUYANA,GUY,1982,0.0
GUY1983,GUYANA,GUY,1983,0.0
GUY1984,GUYANA,GUY,1984,0.0
GUY1985,GUYANA,GUY,1985,0.0
GUY1986,GUYANA,GUY,1986,0.0
GUY1987,GUYANA,GUY,1987,0.0
GUY1988,GUYANA,GUY,1988,0.0
GUY1989,GUYANA,GUY,1989,0.0
GUY1990,GUYANA,GUY,1990,3.0
GUY1991,GUYANA,GUY,1991,0.0
GUY1992,GUYANA,GUY,1992,2.0
GUY1993,GUYANA,GUY,1993,0.0
GUY1994,GUYANA,GUY,1994,1.0
GUY1995,GUYANA,GUY,1995,0.0
GUY1996,GUYANA,GUY,1996,0.0
GUY1997,GUYANA,GUY,1997,0.0
GUY1998,GUYANA,GUY,1998,42.0
GUY1999,GUYANA,GUY,1999,0.0
GUY2000,GUYANA,GUY,2000,19.0
GUY2001,GUYANA,GUY,2001,60.0
GUY2002,GUYANA,GUY,2002,202.0
GUY2003,GUYANA,GUY,2003,33.0
GUY2004,GUYANA,GUY,2004,47.0
GUY2005,GUYANA,GUY,2005,178.0
GUY2006,GUYANA,GUY,2006,118.0
GUY2007,GUYANA,GUY,2007,201.0
GUY2008,GUYANA,GUY,2008,324.0
GUY2009,GUYANA,GUY,2009,994.0
GUY2010,GUYANA,GUY,2010,1468.0
GUY2011,GUYANA,GUY,2011,1093.0
GUY2012,GUYANA,GUY,2012,2189.0
GUY2013,GUYANA,GUY,2013,1120.0
GUY2014,GUYANA,GUY,2014,0.0
GUY2015,GUYANA,GUY,2015,15.0
GUY2016,GUYANA,GUY,2016,1.0
GUY2017,GUYANA,GUY,2017,0.0
GUY2018,GUYANA,GUY,2018,1.0
GUY2019,GUYANA,GUY,2019,0.0
GUY2021,GUYANA,GUY,2021,36.0
HKG1994,HONG KONG,HKG,1994,0.0
HKG1995,HONG KONG,HKG,1995,0.0
HKG1996,HONG KONG,HKG,1996,0.0
HKG1997,HONG KONG,HKG,1997,0.0
HKG1998,HONG KONG,HKG,1998,0.0
HKG1999,HONG KONG,HKG,1999,0.0
HKG2000,HONG KONG,HKG,2000,0.0
HKG2001,HONG KONG,HKG,2001,0.0
HKG2002,HONG KONG,HKG,2002,64.0
HKG2003,HONG KONG,HKG,2003,49.0
HKG2004,HONG KONG,HKG,2004,31.0
HKG2005,HONG KONG,HKG,2005,31.0
HKG2006,HONG KONG,HKG,2006,31.0
HKG2007,HONG KONG,HKG,2007,58.0
HKG2008,HONG KONG,HKG,2008,42.0
HKG2009,HONG KONG,HKG,2009,43.0
HKG2010,HONG KONG,HKG,2010,87.0
HKG2011,HONG KONG,HKG,2011,30.0
HKG2012,HONG KONG,HKG,2012,0.0
HKG2013,HONG KONG,HKG,2013,103.0
HKG2014,HONG KONG,HKG,2014,115.0
HKG2015,HONG KONG,HKG,2015,117.0
HKG2016,HONG KONG,HKG,2016,128.0
HKG2017,HONG KONG,HKG,2017,103.0
HKG2018,HONG KONG,HKG,2018,192.0
HKG2019,HONG KONG,HKG,2019,199.0
HKG2020,HONG KONG,HKG,2020,1.0
HKG2021,HONG KONG,HKG,2021,0.0
HKG2022,HONG KONG,HKG,2022,0.0
HKG2023,HONG KONG,HKG,2023,0.0
HND1978,HONDURAS,HND,1978,112492.0
HND1980,HONDURAS,HND,1980,2078.0
HND1981,HONDURAS,HND,1981,1612.0
HND1982,HONDURAS,HND,1982,1217.0
HND1983,HONDURAS,HND,1983,729.0
HND1984,HONDURAS,HND,1984,378.0
HND1985,HONDURAS,HND,1985,307.0
HND1986,HONDURAS,HND,1986,569.0
HND1987,HONDURAS,HND,1987,261.0
HND1988,HONDURAS,HND,1988,844.0
HND1989,HONDURAS,HND,1989,2507.0
HND1990,HONDURAS,HND,1990,1700.0
HND1991,HONDURAS,HND,1991,5319.0
HND1992,HONDURAS,HND,1992,2114.0
HND1993,HONDURAS,HND,1993,2848.0
HND1994,HONDURAS,HND,1994,3059.0
HND1995,HONDURAS,HND,1995,27590.0
HND1996,HONDURAS,HND,1996,5047.0
HND1997,HONDURAS,HND,1997,11730.0
HND1998,HONDURAS,HND,1998,22236.0
HND1999,HONDURAS,HND,1999,17904.0
HND2000,HONDURAS,HND,2000,13642.0
HND2001,HONDURAS,HND,2001,19077.0
HND2002,HONDURAS,HND,2002,322269.0
HND2003,HONDURAS,HND,2003,16599.0
HND2004,HONDURAS,HND,2004,19971.0
HND2005,HONDURAS,HND,2005,18843.0
HND2006,HONDURAS,HND,2006,8436.0
HND2007,HONDURAS,HND,2007,33508.0
HND2008,HONDURAS,HND,2008,18941.0
HND2009,HONDURAS,HND,2009,15291.0
HND2010,HONDURAS,HND,2010,66814.0
HND2011,HONDURAS,HND,2011,8297.0
HND2012,HONDURAS,HND,2012,15554.0
HND2013,HONDURAS,HND,2013,39360.0
HND2014,HONDURAS,HND,2014,42594.0
HND2015,HONDURAS,HND,2015,44834.0
HND2016,HONDURAS,HND,2016,18450.0
HND2017,HONDURAS,HND,2017,5226.0
HND2018,HONDURAS,HND,2018,8187.0
HND2019,HONDURAS,HND,2019,132905.0
HND2020,HONDURAS,HND,2020,24132.0
HND2021,HONDURAS,HND,2021,19753.0
HND2022,HONDURAS,HND,2022,19046.0
HTI1972,HAITI,HTI,1972,3.0
HTI1973,HAITI,HTI,1973,103.0
HTI1974,HAITI,HTI,1974,447.0
HTI1975,HAITI,HTI,1975,28.0
HTI1978,HAITI,HTI,1978,1013.0
HTI1980,HAITI,HTI,1980,255.0
HTI1981,HAITI,HTI,1981,44.0
HTI1982,HAITI,HTI,1982,211.0
HTI1983,HAITI,HTI,1983,483.0
HTI1984,HAITI,HTI,1984,328.0
HTI1985,HAITI,HTI,1985,20.0
HTI1991,HAITI,HTI,1991,0.0
HTI1992,HAITI,HTI,1992,0.0
HTI1994,HAITI,HTI,1994,0.0
