countrybyYear,name,code,Year,pop
MDV2015,MALDIVES,MDV,2015,1890.0
MDV2016,MALDIVES,MDV,2016,1962.0
MDV2017,MALDIVES,MDV,2017,851.0
MDV2018,MALDIVES,MDV,2018,1838.0
MDV2019,MALDIVES,MDV,2019,2156.0
MDV2020,MALDIVES,MDV,2020,328.0
MEX1971,MEXICO,MEX,1971,2.0
MEX1980,MEXICO,MEX,1980,51406.0
MEX1981,MEXICO,MEX,1981,17046.0
MEX1982,MEXICO,MEX,1982,32640.0
MEX1983,MEXICO,MEX,1983,19028.0
MEX1984,MEXICO,MEX,1984,27653.0
MEX1985,MEXICO,MEX,1985,13688.0
MEX1986,MEXICO,MEX,1986,19520.0
MEX1987,MEXICO,MEX,1987,13371.0
MEX1988,MEXICO,MEX,1988,10526.0
MEX1989,MEXICO,MEX,1989,7124.0
MEX1990,MEXICO,MEX,1990,14485.0
MEX1991,MEXICO,MEX,1991,7160.0
MEX1992,MEXICO,MEX,1992,8131.0
MEX1993,MEXICO,MEX,1993,2899.0
MEX1994,MEXICO,MEX,1994,6800.0
MEX1995,MEXICO,MEX,1995,17627.0
MEX1996,MEXICO,MEX,1996,36538.0
MEX1997,MEXICO,MEX,1997,35347.0
MEX1998,MEXICO,MEX,1998,24011.0
MEX1999,MEXICO,MEX,1999,14875.0
MEX2000,MEXICO,MEX,2000,21715.0
MEX2001,MEXICO,MEX,2001,6401.0
MEX2002,MEXICO,MEX,2002,9844.0
MEX2003,MEXICO,MEX,2003,6996.0
MEX2004,MEXICO,MEX,2004,8202.0
MEX2005,MEXICO,MEX,2005,16862.0
MEX2006,MEXICO,MEX,2006,27287.0
MEX2007,MEXICO,MEX,2007,48436.0
MEX2008,MEXICO,MEX,2008,31154.0
MEX2009,MEXICO,MEX,2009,249763.0
MEX2010,MEXICO,MEX,2010,57971.0
MEX2011,MEXICO,MEX,2011,67918.0
MEX2012,MEXICO,MEX,2012,165749.0
MEX2013,MEXICO,MEX,2013,231712.0
MEX2014,MEXICO,MEX,2014,124729.0
MEX2015,MEXICO,MEX,2015,219593.0
MEX2016,MEXICO,MEX,2016,130069.0
MEX2017,MEXICO,MEX,2017,89961.0
MEX2018,MEXICO,MEX,2018,78642.0
MEX2019,MEXICO,MEX,2019,268494.0
MEX2020,MEXICO,MEX,2020,120514.0
MEX2021,MEXICO,MEX,2021,36742.0
MEX2022,MEXICO,MEX,2022,57731.0
MHL1989,MARSHALL ISLANDS,MHL,1989,81.0
MHL1991,MARSHALL ISLANDS,MHL,1991,56.0
MHL1994,MARSHALL ISLANDS,MHL,1994,0.0
MHL1995,MARSHALL ISLANDS,MHL,1995,0.0
MHL1996,MARSHALL ISLANDS,MHL,1996,0.0
MHL1999,MARSHALL ISLANDS,MHL,1999,0.0
MHL2000,MARSHALL ISLANDS,MHL,2000,0.0
MHL2001,MARSHALL ISLANDS,MHL,2001,0.0
MHL2002,MARSHALL ISLANDS,MHL,2002,0.0
MHL2003,MARSHALL ISLANDS,MHL,2003,0.0
MHL2004,MARSHALL ISLANDS,MHL,2004,0.0
MHL2005,MARSHALL ISLANDS,MHL,2005,0.0
MHL2006,MARSHALL ISLANDS,MHL,2006,0.0
MHL2007,MARSHALL ISLANDS,MHL,2007,0.0
MHL2009,MARSHALL ISLANDS,MHL,2009,0.0
MHL2010,MARSHALL ISLANDS,MHL,2010,0.0
MHL2017,MARSHALL ISLANDS,MHL,2017,0.0
MHL2018,MARSHALL ISLANDS,MHL,2018,0.0
MHL2019,MARSHALL ISLANDS,MHL,2019,2368.0
MHL2020,MARSHALL ISLANDS,MHL,2020,990.0
MHL2021,MARSHALL ISLANDS,MHL,2021,0.0
MHL2022,MARSHALL ISLANDS,MHL,2022,510.0
MHL2023,MARSHALL ISLANDS,MHL,2023,429.0
MMR1970,MYANMAR,MMR,1970,0.0
MMR1971,MYANMAR,MMR,1971,387.0
MMR1972,MYANMAR,MMR,1972,515.0
MMR1973,MYANMAR,MMR,1973,18.0
MMR1974,MYANMAR,MMR,1974,2149.0
MMR1975,MYANMAR,MMR,1975,6414.0
MMR1976,MYANMAR,MMR,1976,2633.0
MMR1977,MYANMAR,MMR,1977,4928.0
MMR1978,MYANMAR,MMR,1978,1476.0
MMR1979,MYANMAR,MMR,1979,4427.0
MMR1980,MYANMAR,MMR,1980,1631.0
MMR1981,MYANMAR,MMR,1981,970.0
MMR1982,MYANMAR,MMR,1982,1131.0
MMR1983,MYANMAR,MMR,1983,2604.0
MMR1984,MYANMAR,MMR,1984,1943.0
MMR1985,MYANMAR,MMR,1985,2432.0
MMR1986,MYANMAR,MMR,1986,1935.0
MMR1987,MYANMAR,MMR,1987,7022.0
MMR1988,MYANMAR,MMR,1988,778.0
MMR1989,MYANMAR,MMR,1989,774.0
MMR1990,MYANMAR,MMR,1990,5696.0
MMR1991,MYANMAR,MMR,1991,6677.0
MMR1992,MYANMAR,MMR,1992,1418.0
MMR1993,MYANMAR,MMR,1993,1742.0
MMR1994,MYANMAR,MMR,1994,11591.0
MMR1995,MYANMAR,MMR,1995,2063.0
MMR1996,MYANMAR,MMR,1996,1731.0
MMR1997,MYANMAR,MMR,1997,3697.0
MMR1998,MYANMAR,MMR,1998,12231.0
MMR1999,MYANMAR,MMR,1999,5495.0
MMR2000,MYANMAR,MMR,2000,1222.0
MMR2001,MYANMAR,MMR,2001,15503.0
MMR2002,MYANMAR,MMR,2002,15663.0
MMR2003,MYANMAR,MMR,2003,6792.0
MMR2004,MYANMAR,MMR,2004,6624.0
MMR2005,MYANMAR,MMR,2005,16965.0
MMR2006,MYANMAR,MMR,2006,10392.0
MMR2007,MYANMAR,MMR,2007,14658.0
MMR2008,MYANMAR,MMR,2008,17281.0
MMR2009,MYANMAR,MMR,2009,23681.0
MMR2010,MYANMAR,MMR,2010,15631.0
MMR2011,MYANMAR,MMR,2011,4297.0
MMR2012,MYANMAR,MMR,2012,5606.0
MMR2013,MYANMAR,MMR,2013,21366.0
MMR2014,MYANMAR,MMR,2014,13480.0
MMR2015,MYANMAR,MMR,2015,42540.0
MMR2016,MYANMAR,MMR,2016,10023.0
MMR2017,MYANMAR,MMR,2017,30709.0
MMR2018,MYANMAR,MMR,2018,22659.0
MNG2000,MONGOLIA,MNG,2000,0.0
MNG2001,MONGOLIA,MNG,2001,0.0
MNG2002,MONGOLIA,MNG,2002,0.0
MNG2003,MONGOLIA,MNG,2003,0.0
MNG2004,MONGOLIA,MNG,2004,0.0
MNG2005,MONGOLIA,MNG,2005,0.0
MNG2006,MONGOLIA,MNG,2006,89.0
MNG2007,MONGOLIA,MNG,2007,0.0
MNG2009,MONGOLIA,MNG,2009,0.0
MNG2010,MONGOLIA,MNG,2010,0.0
MNG2013,MONGOLIA,MNG,2013,0.0
MNG2014,MONGOLIA,MNG,2014,0.0
MNG2015,MONGOLIA,MNG,2015,0.0
MNP2000,NORTHERN MARIANA ISLANDS,MNP,2000,0.0
MNP2001,NORTHERN MARIANA ISLANDS,MNP,2001,1418.0
MNP2002,NORTHERN MARIANA ISLANDS,MNP,2002,0.0
MNP2003,NORTHERN MARIANA ISLANDS,MNP,2003,0.0
MNP2004,NORTHERN MARIANA ISLANDS,MNP,2004,0.0
MNP2009,NORTHERN MARIANA ISLANDS,MNP,2009,0.0
MNP2010,NORTHERN MARIANA ISLANDS,MNP,2010,0.0
MNP2017,NORTHERN MARIANA ISLANDS,MNP,2017,0.0
MNP2018,NORTHERN MARIANA ISLANDS,MNP,2018,0.0
MNP2019,NORTHERN MARIANA ISLANDS,MNP,2019,4.0
MNP2020,NORTHERN MARIANA ISLANDS,MNP,2020,0.0
MNP2021,NORTHERN MARIANA ISLANDS,MNP,2021,0.0
MNP2022,NORTHERN MARIANA ISLANDS,MNP,2022,929.0
MNP2023,NORTHERN MARIANA ISLANDS,MNP,2023,699.0
MSR1988,MONTSERRAT,MSR,1988,0.0
MSR1989,MONTSERRAT,MSR,1989,0.0
MSR1990,MONTSERRAT,MSR,1990,0.0
MSR1991,MONTSERRAT,MSR,1991,0.0
MSR1992,MONTSERRAT,MSR,1992,0.0
MSR1994,MONTSERRAT,MSR,1994,154.0
MSR1995,MONTSERRAT,MSR,1995,75.0
MSR1996,MONTSERRAT,MSR,1996,3.0
MSR1998,MONTSERRAT,MSR,1998,0.0
MSR1999,MONTSERRAT,MSR,1999,0.0
MSR2000,MONTSERRAT,MSR,2000,9.0
MSR2001,MONTSERRAT,MSR,2001,1.0
MSR2002,MONTSERRAT,MSR,2002,1.0
MSR2003,MONTSERRAT,MSR,2003,1.0
MSR2004,MONTSERRAT,MSR,2004,0.0
MSR2005,MONTSERRAT,MSR,2005,0.0
MSR2006,MONTSERRAT,MSR,2006,0.0
MSR2007,MONTSERRAT,MSR,2007,0.0
MSR2008,MONTSERRAT,MSR,2008,2.0
MSR2009,MONTSERRAT,MSR,2009,0.0
MSR2010,MONTSERRAT,MSR,2010,0.0
MSR2011,MONTSERRAT,MSR,2011,3.0
MSR2012,MONTSERRAT,MSR,2012,0.0
MSR2013,MONTSERRAT,MSR,2013,6.0
MSR2014,MONTSERRAT,MSR,2014,0.0
MSR2015,MONTSERRAT,MSR,2015,0.0
MSR2016,MONTSERRAT,MSR,2016,0.0
MSR2017,MONTSERRAT,MSR,2017,0.0
MSR2018,MONTSERRAT,MSR,2018,0.0
MSR2019,MONTSERRAT,MSR,2019,1.0
MSR2020,MONTSERRAT,MSR,2020,0.0
MSR2021,MONTSERRAT,MSR,2021,2.0
MSR2022,MONTSERRAT,MSR,2022,1.0
MY-022009,MALAYSIA,MY-02,2009,41486.0
MY-101995,MALAYSIA,MY-10,1995,6600.0
MY-102009,MALAYSIA,MY-10,2009,32284.0
MY-102010,MALAYSIA,MY-10,2010,46171.0
MY-122000,MALAYSIA,MY-12,2000,8805.0
MY-122010,MALAYSIA,MY-12,2010,42413.0
MYS1963,MALAYSIA,MYS,1963,41.0
MYS1973,MALAYSIA,MYS,1973,1487.0
MYS1974,MALAYSIA,MYS,1974,2200.0
MYS1975,MALAYSIA,MYS,1975,830.0
MYS1976,MALAYSIA,MYS,1976,790.0
MYS1977,MALAYSIA,MYS,1977,780.0
MYS1978,MALAYSIA,MYS,1978,929.0
MYS1979,MALAYSIA,MYS,1979,862.0
MYS1980,MALAYSIA,MYS,1980,668.0
MYS1981,MALAYSIA,MYS,1981,524.0
MYS1982,MALAYSIA,MYS,1982,3052.0
MYS1983,MALAYSIA,MYS,1983,790.0
MYS1984,MALAYSIA,MYS,1984,702.0
MYS1985,MALAYSIA,MYS,1985,367.0
MYS1986,MALAYSIA,MYS,1986,1408.0
MYS1987,MALAYSIA,MYS,1987,2025.0
MYS1988,MALAYSIA,MYS,1988,1428.0
MYS1989,MALAYSIA,MYS,1989,2564.0
MYS1990,MALAYSIA,MYS,1990,4880.0
MYS1991,MALAYSIA,MYS,1991,6628.0
MYS1992,MALAYSIA,MYS,1992,5473.0
MYS1993,MALAYSIA,MYS,1993,5615.0
MYS1994,MALAYSIA,MYS,1994,3133.0
MYS1996,MALAYSIA,MYS,1996,14255.0
MYS1997,MALAYSIA,MYS,1997,19429.0
MYS1998,MALAYSIA,MYS,1998,27381.0
MYS1999,MALAYSIA,MYS,1999,10146.0
MYS2001,MALAYSIA,MYS,2001,16368.0
MYS2002,MALAYSIA,MYS,2002,32767.0
MYS2003,MALAYSIA,MYS,2003,31545.0
MYS2004,MALAYSIA,MYS,2004,33895.0
MYS2005,MALAYSIA,MYS,2005,39686.0
MYS2006,MALAYSIA,MYS,2006,38556.0
MYS2007,MALAYSIA,MYS,2007,48846.0
MYS2008,MALAYSIA,MYS,2008,49335.0
MYS2011,MALAYSIA,MYS,2011,39924.0
MYS2012,MALAYSIA,MYS,2012,23088.0
MYS2013,MALAYSIA,MYS,2013,87208.0
MYS2014,MALAYSIA,MYS,2014,214191.0
MYS2015,MALAYSIA,MYS,2015,242455.0
MYS2016,MALAYSIA,MYS,2016,209958.0
MYS2017,MALAYSIA,MYS,2017,176568.0
MYS2018,MALAYSIA,MYS,2018,165011.0
MYS2019,MALAYSIA,MYS,2019,260383.0
MYS2020,MALAYSIA,MYS,2020,87171.0
MYS2021,MALAYSIA,MYS,2021,26978.0
MYS2022,MALAYSIA,MYS,2022,65732.0
NCL1979,NEW CALEDONIA,NCL,1979,118.0
NCL1980,NEW CALEDONIA,NCL,1980,631.0
NCL1981,NEW CALEDONIA,NCL,1981,1.0
NCL1982,NEW CALEDONIA,NCL,1982,0.0
NCL1986,NEW CALEDONIA,NCL,1986,85.0
NCL1987,NEW CALEDONIA,NCL,1987,5.0
NCL1988,NEW CALEDONIA,NCL,1988,60.0
NCL1989,NEW CALEDONIA,NCL,1989,2499.0
NCL1990,NEW CALEDONIA,NCL,1990,92.0
NCL1991,NEW CALEDONIA,NCL,1991,26.0
NCL1992,NEW CALEDONIA,NCL,1992,10.0
NCL1993,NEW CALEDONIA,NCL,1993,4.0
NCL1994,NEW CALEDONIA,NCL,1994,11.0
NCL1995,NEW CALEDONIA,NCL,1995,1820.0
NCL1996,NEW CALEDONIA,NCL,1996,0.0
NCL1997,NEW CALEDONIA,NCL,1997,154.0
NCL1998,NEW CALEDONIA,NCL,1998,2618.0
NCL1999,NEW CALEDONIA,NCL,1999,359.0
NCL2000,NEW CALEDONIA,NCL,2000,15.0
NCL2001,NEW CALEDONIA,NCL,2001,34.0
NCL2002,NEW CALEDONIA,NCL,2002,105.0
NCL2003,NEW CALEDONIA,NCL,2003,5673.0
NCL2004,NEW CALEDONIA,NCL,2004,792.0
NCL2005,NEW CALEDONIA,NCL,2005,46.0
NCL2006,NEW CALEDONIA,NCL,2006,48.0
NCL2007,NEW CALEDONIA,NCL,2007,47.0
NCL2008,NEW CALEDONIA,NCL,2008,1179.0
NCL2009,NEW CALEDONIA,NCL,2009,8610.0
NCL2010,NEW CALEDONIA,NCL,2010,113.0
NCL2012,NEW CALEDONIA,NCL,2012,743.0
NCL2013,NEW CALEDONIA,NCL,2013,20625.0
NCL2017,NEW CALEDONIA,NCL,2017,8624.0
NCL2018,NEW CALEDONIA,NCL,2018,4038.0
NCL2019,NEW CALEDONIA,NCL,2019,7794.0
NCL2020,NEW CALEDONIA,NCL,2020,59.0
NCL2021,NEW CALEDONIA,NCL,2021,138.0
NCL2022,NEW CALEDONIA,NCL,2022,518.0
NCL2023,NEW CALEDONIA,NCL,2023,2415.0
NI-AN2004,NICARAGUA,NI-AN,2004,8137.0
NI-AN2005,NICARAGUA,NI-AN,2005,13945.0
NI-AN2006,NICARAGUA,NI-AN,2006,10237.0
NI-AN2007,NICARAGUA,NI-AN,2007,12029.0
NI-AN2008,NICARAGUA,NI-AN,2008,8445.0
NI-AN2009,NICARAGUA,NI-AN,2009,17792.0
NI-AN2010,NICARAGUA,NI-AN,2010,24488.0
NI-AN2012,NICARAGUA,NI-AN,2012,29673.0
NI-AN2017,NICARAGUA,NI-AN,2017,68238.0
NI-BO2001,NICARAGUA,NI-BO,2001,2333.0
NI-BO2002,NICARAGUA,NI-BO,2002,2269.0
NI-BO2004,NICARAGUA,NI-BO,2004,999.0
NI-BO2005,NICARAGUA,NI-BO,2005,71.0
NI-JI2004,NICARAGUA,NI-JI,2004,195.0
NI-JI2005,NICARAGUA,NI-JI,2005,733.0
NI-JI2006,NICARAGUA,NI-JI,2006,380.0
NI-JI2007,NICARAGUA,NI-JI,2007,249.0
NI-JI2008,NICARAGUA,NI-JI,2008,221.0
NI-JI2009,NICARAGUA,NI-JI,2009,271.0
NI-JI2010,NICARAGUA,NI-JI,2010,686.0
NI-JI2012,NICARAGUA,NI-JI,2012,1205.0
NI-JI2017,NICARAGUA,NI-JI,2017,1234.0
NIC1985,NICARAGUA,NIC,1985,17490.0
NIC1986,NICARAGUA,NIC,1986,484.0
NIC1987,NICARAGUA,NIC,1987,64.0
NIC1988,NICARAGUA,NIC,1988,203.0
NIC1989,NICARAGUA,NIC,1989,659.0
NIC1990,NICARAGUA,NIC,1990,4137.0
NIC1991,NICARAGUA,NIC,1991,1885.0
NIC1992,NICARAGUA,NIC,1992,5495.0
NIC1993,NICARAGUA,NIC,1993,9035.0
NIC1994,NICARAGUA,NIC,1994,20718.0
NIC1995,NICARAGUA,NIC,1995,20066.0
NIC1996,NICARAGUA,NIC,1996,2841.0
NIC1997,NICARAGUA,NIC,1997,3194.0
NIC1998,NICARAGUA,NIC,1998,14024.0
NIC1999,NICARAGUA,NIC,1999,11150.0
NIC2000,NICARAGUA,NIC,2000,7317.0
NIC2003,NICARAGUA,NIC,2003,2990.0
NIC2011,NICARAGUA,NIC,2011,11888.0
NIC2013,NICARAGUA,NIC,2013,77606.0
NIC2014,NICARAGUA,NIC,2014,34998.0
NIC2015,NICARAGUA,NIC,2015,49326.0
NIC2016,NICARAGUA,NIC,2016,88463.0
NIC2018,NICARAGUA,NIC,2018,59315.0
NIC2019,NICARAGUA,NIC,2019,186405.0
NIC2020,NICARAGUA,NIC,2020,52464.0
NIC2021,NICARAGUA,NIC,2021,36741.0
NIC2022,NICARAGUA,NIC,2022,97541.0
NIU1979,NIUE,NIU,1979,0.0
NIU1980,NIUE,NIU,1980,618.0
NIU1982,NIUE,NIU,1982,0.0
NIU1986,NIUE,NIU,1986,269.0
NIU1987,NIUE,NIU,1987,6.0
NIU1993,NIUE,NIU,1993,0.0
NIU1994,NIUE,NIU,1994,0.0
NIU1995,NIUE,NIU,1995,0.0
NIU1996,NIUE,NIU,1996,1.0
NIU1998,NIUE,NIU,1998,0.0
NIU1999,NIUE,NIU,1999,0.0
NIU2000,NIUE,NIU,2000,0.0
NIU2001,NIUE,NIU,2001,1.0
NIU2002,NIUE,NIU,2002,0.0
NIU2003,NIUE,NIU,2003,0.0
NIU2004,NIUE,NIU,2004,0.0
NIU2005,NIUE,NIU,2005,0.0
NIU2008,NIUE,NIU,2008,3.0
NIU2009,NIUE,NIU,2009,0.0
NIU2010,NIUE,NIU,2010,0.0
NIU2016,NIUE,NIU,2016,0.0
NIU2017,NIUE,NIU,2017,11.0
NIU2018,NIUE,NIU,2018,0.0
NIU2019,NIUE,NIU,2019,0.0
NIU2020,NIUE,NIU,2020,0.0
NIU2021,NIUE,NIU,2021,0.0
NIU2022,NIUE,NIU,2022,12.0
NIU2023,NIUE,NIU,2023,26.0
NLD2013,"BONAIRE, SAINT EUSTATIUS AND SABA",NLD,2013,444.0
NLD2017,"BONAIRE, SAINT EUSTATIUS AND SABA",NLD,2017,0.0
NLD2018,"BONAIRE, SAINT EUSTATIUS AND SABA",NLD,2018,0.0
NLD2019,"BONAIRE, SAINT EUSTATIUS AND SABA",NLD,2019,0.0
NLD2020,"BONAIRE, SAINT EUSTATIUS AND SABA",NLD,2020,0.0
NP-KA2021,NEPAL,NP-KA,2021,530.0
NPL1985,NEPAL,NPL,1985,0.0
NPL1986,NEPAL,NPL,1986,0.0
NPL1987,NEPAL,NPL,1987,0.0
NPL1988,NEPAL,NPL,1988,0.0
NPL1989,NEPAL,NPL,1989,0.0
NPL1990,NEPAL,NPL,1990,0.0
NPL1991,NEPAL,NPL,1991,0.0
NPL1992,NEPAL,NPL,1992,0.0
NPL1993,NEPAL,NPL,1993,0.0
NPL1994,NEPAL,NPL,1994,0.0
NPL1995,NEPAL,NPL,1995,0.0
NPL1996,NEPAL,NPL,1996,0.0
NPL1997,NEPAL,NPL,1997,0.0
NPL1998,NEPAL,NPL,1998,0.0
NPL1999,NEPAL,NPL,1999,0.0
NPL2000,NEPAL,NPL,2000,0.0
NPL2001,NEPAL,NPL,2001,0.0
NPL2002,NEPAL,NPL,2002,0.0
NPL2003,NEPAL,NPL,2003,0.0
NPL2004,NEPAL,NPL,2004,0.0
NPL2005,NEPAL,NPL,2005,0.0
NPL2006,NEPAL,NPL,2006,32.0
NPL2007,NEPAL,NPL,2007,27.0
NPL2008,NEPAL,NPL,2008,10.0
NPL2009,NEPAL,NPL,2009,30.0
NPL2010,NEPAL,NPL,2010,917.0
NPL2011,NEPAL,NPL,2011,79.0
NPL2012,NEPAL,NPL,2012,183.0
NPL2013,NEPAL,NPL,2013,642.0
NPL2014,NEPAL,NPL,2014,356.0
NPL2015,NEPAL,NPL,2015,26.0
NPL2016,NEPAL,NPL,2016,1523.0
NPL2017,NEPAL,NPL,2017,1201.0
NPL2018,NEPAL,NPL,2018,230.0
NPL2019,NEPAL,NPL,2019,12100.0
NRU1979,NAURU,NRU,1979,0.0
NRU1980,NAURU,NRU,1980,538.0
NRU1981,NAURU,NRU,1981,0.0
NRU1982,NAURU,NRU,1982,0.0
NRU1994,NAURU,NRU,1994,0.0
NRU1995,NAURU,NRU,1995,0.0
NRU2000,NAURU,NRU,2000,0.0
NRU2001,NAURU,NRU,2001,0.0
NRU2002,NAURU,NRU,2002,0.0
NRU2003,NAURU,NRU,2003,233.0
NRU2004,NAURU,NRU,2004,0.0
NRU2008,NAURU,NRU,2008,2.0
NRU2009,NAURU,NRU,2009,0.0
NRU2010,NAURU,NRU,2010,0.0
NRU2016,NAURU,NRU,2016,0.0
NRU2017,NAURU,NRU,2017,967.0
NRU2018,NAURU,NRU,2018,114.0
PA-12012,PANAMA,PA-1,2012,2175.0
PA-12020,PANAMA,PA-1,2020,3645.0
PA-82010,PANAMA,PA-8,2010,5410.0
PA-82011,PANAMA,PA-8,2011,9924.0
PAK2013,PAKISTAN,PAK,2013,18131.0
PAK2017,PAKISTAN,PAK,2017,24685.0
PAN1988,PANAMA,PAN,1988,0.0
PAN1989,PANAMA,PAN,1989,0.0
PAN1990,PANAMA,PAN,1990,0.0
PAN1991,PANAMA,PAN,1991,0.0
PAN1992,PANAMA,PAN,1992,0.0
PAN1993,PANAMA,PAN,1993,14.0
PAN1994,PANAMA,PAN,1994,790.0
PAN1995,PANAMA,PAN,1995,3086.0
PAN1996,PANAMA,PAN,1996,822.0
PAN1997,PANAMA,PAN,1997,2628.0
PAN1998,PANAMA,PAN,1998,2718.0
PAN1999,PANAMA,PAN,1999,2783.0
PAN2000,PANAMA,PAN,2000,317.0
PAN2001,PANAMA,PAN,2001,1545.0
PAN2002,PANAMA,PAN,2002,711.0
PAN2003,PANAMA,PAN,2003,293.0
PAN2004,PANAMA,PAN,2004,373.0
PAN2005,PANAMA,PAN,2005,4000.0
PAN2006,PANAMA,PAN,2006,4300.0
PAN2007,PANAMA,PAN,2007,3402.0
PAN2008,PANAMA,PAN,2008,2287.0
PAN2009,PANAMA,PAN,2009,6811.0
PAN2013,PANAMA,PAN,2013,4774.0
PAN2014,PANAMA,PAN,2014,2069.0
PAN2015,PANAMA,PAN,2015,1398.0
PAN2016,PANAMA,PAN,2016,6613.0
PAN2017,PANAMA,PAN,2017,9275.0
PAN2018,PANAMA,PAN,2018,6849.0
PAN2019,PANAMA,PAN,2019,9741.0
PAN2021,PANAMA,PAN,2021,3095.0
PAN2022,PANAMA,PAN,2022,11172.0
PCN2000,PITCAIRN,PCN,2000,0.0
PCN2001,PITCAIRN,PCN,2001,0.0
PCN2002,PITCAIRN,PCN,2002,0.0
PCN2003,PITCAIRN,PCN,2003,0.0
PCN2017,PITCAIRN,PCN,2017,0.0
PCN2018,PITCAIRN,PCN,2018,0.0
PCN2019,PITCAIRN,PCN,2019,0.0
PCN2020,PITCAIRN,PCN,2020,0.0
PCN2021,PITCAIRN,PCN,2021,0.0
PCN2022,PITCAIRN,PCN,2022,0.0
PCN2023,PITCAIRN,PCN,2023,0.0
PE-AMA2008,PERU,PE-AMA,2008,12332.0
PE-AMA2013,PERU,PE-AMA,2013,14742.0
PE-ANC2008,PERU,PE-ANC,2008,161.0
PE-LOR2011,PERU,PE-LOR,2011,30149.0
PER1988,PERU,PER,1988,0.0
PER1989,PERU,PER,1989,0.0
PER1990,PERU,PER,1990,7858.0
PER1991,PERU,PER,1991,714.0
PER1992,PERU,PER,1992,1971.0
PER1993,PERU,PER,1993,897.0
PER1994,PERU,PER,1994,1478.0
PER1995,PERU,PER,1995,2732.0
PER1996,PERU,PER,1996,6395.0
PER1997,PERU,PER,1997,1357.0
PER1998,PERU,PER,1998,988.0
PER1999,PERU,PER,1999,554.0
PER2000,PERU,PER,2000,5486.0
PER2001,PERU,PER,2001,23329.0
PER2002,PERU,PER,2002,8875.0
PER2003,PERU,PER,2003,3637.0
PER2004,PERU,PER,2004,9774.0
PER2005,PERU,PER,2005,6358.0
PER2006,PERU,PER,2006,5531.0
PER2007,PERU,PER,2007,6907.0
PER2009,PERU,PER,2009,8813.0
PER2010,PERU,PER,2010,18392.0
PER2012,PERU,PER,2012,29994.0
PER2014,PERU,PER,2014,18895.0
PER2015,PERU,PER,2015,35044.0
PER2016,PERU,PER,2016,31868.0
PER2017,PERU,PER,2017,76223.0
PER2018,PERU,PER,2018,6879.0
PER2019,PERU,PER,2019,17622.0
PER2020,PERU,PER,2020,55780.0
PER2021,PERU,PER,2021,49274.0
PER2022,PERU,PER,2022,72489.0
PH-AUR2000,PHILIPPINES,PH-AUR,2000,6614.0
PH-DAV2001,PHILIPPINES,PH-DAV,2001,23235.0
PH-DAV2012,PHILIPPINES,PH-DAV,2012,67699.0
PH-MNL2000,PHILIPPINES,PH-MNL,2000,2221.0
PH-PAN2020,PHILIPPINES,PH-PAN,2020,88595.0
PH-SLE2001,PHILIPPINES,PH-SLE,2001,2804.0
PH-SUK2001,PHILIPPINES,PH-SUK,2001,341.0
PH-SUN2001,PHILIPPINES,PH-SUN,2001,915.0
PH-ZSI2021,PHILIPPINES,PH-ZSI,2021,79592.0
PHL1955,PHILIPPINES,PHL,1955,96.0
PHL1956,PHILIPPINES,PHL,1956,1207.0
PHL1957,PHILIPPINES,PHL,1957,152.0
PHL1958,PHILIPPINES,PHL,1958,94.0
PHL1959,PHILIPPINES,PHL,1959,125.0
PHL1960,PHILIPPINES,PHL,1960,551.0
PHL1961,PHILIPPINES,PHL,1961,1459.0
PHL1962,PHILIPPINES,PHL,1962,134.0
PHL1963,PHILIPPINES,PHL,1963,189.0
PHL1964,PHILIPPINES,PHL,1964,759.0
PHL1965,PHILIPPINES,PHL,1965,652.0
PHL1966,PHILIPPINES,PHL,1966,9384.0
PHL1967,PHILIPPINES,PHL,1967,1371.0
PHL1968,PHILIPPINES,PHL,1968,1116.0
PHL1969,PHILIPPINES,PHL,1969,1336.0
PHL1970,PHILIPPINES,PHL,1970,922.0
PHL1971,PHILIPPINES,PHL,1971,438.0
PHL1972,PHILIPPINES,PHL,1972,1570.0
PHL1973,PHILIPPINES,PHL,1973,710.0
PHL1974,PHILIPPINES,PHL,1974,1665.0
PHL1975,PHILIPPINES,PHL,1975,603.0
PHL1976,PHILIPPINES,PHL,1976,460.0
PHL1977,PHILIPPINES,PHL,1977,376.0
PHL1979,PHILIPPINES,PHL,1979,392.0
PHL1980,PHILIPPINES,PHL,1980,968.0
PHL1981,PHILIPPINES,PHL,1981,123.0
PHL1982,PHILIPPINES,PHL,1982,305.0
PHL1983,PHILIPPINES,PHL,1983,1684.0
PHL1984,PHILIPPINES,PHL,1984,2545.0
PHL1986,PHILIPPINES,PHL,1986,839.0
PHL1987,PHILIPPINES,PHL,1987,859.0
PHL1988,PHILIPPINES,PHL,1988,2922.0
PHL1989,PHILIPPINES,PHL,1989,305.0
PHL1990,PHILIPPINES,PHL,1990,588.0
PHL1991,PHILIPPINES,PHL,1991,11317.0
PHL1992,PHILIPPINES,PHL,1992,9108.0
PHL1993,PHILIPPINES,PHL,1993,5448.0
PHL1994,PHILIPPINES,PHL,1994,5603.0
PHL1995,PHILIPPINES,PHL,1995,5166.0
PHL1996,PHILIPPINES,PHL,1996,14649.0
PHL1997,PHILIPPINES,PHL,1997,12811.0
PHL1998,PHILIPPINES,PHL,1998,35648.0
PHL1999,PHILIPPINES,PHL,1999,9406.0
